Time(s),File,Token Count
20,/small.c,30196
29,/small.c,30078
31,/small.c,29980
33,/small.c,29727
34,/small.c,29482
36,/small.c,29344
38,/small.c,29209
39,/small.c,29044
44,/small.c,28882
48,/small.c,28851
50,/small.c,28818
53,/small.c,28786
55,/small.c,28753
58,/small.c,28720
61,/small.c,28655
64,/small.c,28598
67,/small.c,28550
70,/small.c,28495
72,/small.c,28439
75,/small.c,28373
78,/small.c,28317
81,/small.c,28269
87,/small.c,28026
90,/small.c,23319
94,/small.c,22359
95,/small.c,21520
97,/small.c,21027
98,/small.c,20308
100,/small.c,20051
102,/small.c,20006
103,/small.c,19519
104,/small.c,19355
105,/small.c,19181
106,/small.c,19000
106,/small.c,18978
107,/small.c,18960
108,/small.c,18945
111,/small.c,18940
122,/small.c,18335
122,/small.c,17917
123,/small.c,17483
125,/small.c,17267
126,/small.c,17051
126,/small.c,16834
127,/small.c,16568
128,/small.c,16351
128,/small.c,16148
129,/small.c,15939
130,/small.c,15722
130,/small.c,15525
131,/small.c,15308
136,/small.c,15252
137,/small.c,15196
138,/small.c,15140
139,/small.c,15084
141,/small.c,15028
142,/small.c,14972
147,/small.c,14944
149,/small.c,14896
158,/small.c,14890
160,/small.c,14869
183,/small.c,14858
185,/small.c,14853
190,/small.c,14850
194,/small.c,14846
198,/small.c,14841
200,/small.c,14838
205,/small.c,14498
208,/small.c,14435
209,/small.c,14365
211,/small.c,14303
212,/small.c,14239
213,/small.c,14159
214,/small.c,14096
215,/small.c,14016
217,/small.c,13953
221,/small.c,13937
223,/small.c,13921
225,/small.c,13907
227,/small.c,13902
229,/small.c,13888
239,/small.c,13878
241,/small.c,13873
243,/small.c,13868
246,/small.c,13861
249,/small.c,13856
252,/small.c,13844
255,/small.c,13839
257,/small.c,13834
260,/small.c,13819
264,/small.c,13406
264,/small.c,12979
266,/small.c,12762
266,/small.c,12462
266,/small.c,12162
268,/small.c,12057
268,/small.c,11952
269,/small.c,11849
269,/small.c,11581
270,/small.c,11476
270,/small.c,11371
272,/small.c,11315
272,/small.c,11259
273,/small.c,11173
273,/small.c,10801
275,/small.c,10773
276,/small.c,10733
278,/small.c,5523
281,/small.c,5526
281,/small.c,5514
282,/small.c,5514
283,/small.c,5472
284,/small.c,5446
285,/small.c,5416
285,/small.c,5214
286,/small.c,5188
287,/small.c,5164
287,/small.c,5113
288,/small.c,4995
288,/small.c,4975
289,/small.c,4931
289,/small.c,4906
291,/small.c,4895
292,/small.c,4872
293,/small.c,4855
296,/small.c,4836
297,/small.c,4828
298,/small.c,4827
299,/small.c,4822
299,/small.c,4818
300,/small.c,4817
301,/small.c,4819
302,/small.c,4812
303,/small.c,4811
304,/small.c,4810
305,/small.c,4800
306,/small.c,4791
307,/small.c,4782
308,/small.c,4781
309,/small.c,4772
310,/small.c,4771
311,/small.c,4600
312,/small.c,4596
313,/small.c,4587
316,/small.c,4587
317,/small.c,4456
317,/small.c,4398
322,/small.c,4396
322,/small.c,4391
323,/small.c,4275
324,/small.c,4278
326,/small.c,4270
327,/small.c,4261
328,/small.c,4215
330,/small.c,4199
331,/small.c,4196
332,/small.c,4193
332,/small.c,4191
333,/small.c,4188
335,/small.c,3969
336,/small.c,3861
337,/small.c,3811
338,/small.c,3761
338,/small.c,3467
339,/small.c,3411
339,/small.c,3355
343,/small.c,3341
343,/small.c,3317
344,/small.c,3304
345,/small.c,3295
346,/small.c,3277
346,/small.c,3261
354,/small.c,3257
355,/small.c,3252
356,/small.c,3247
356,/small.c,3244
357,/small.c,3239
358,/small.c,3234
358,/small.c,3229
359,/small.c,3224
360,/small.c,3216
361,/small.c,3211
362,/small.c,3054
362,/small.c,2932
363,/small.c,2927
363,/small.c,2898
364,/small.c,2873
364,/small.c,2863
365,/small.c,2853
365,/small.c,2843
366,/small.c,2817
366,/small.c,2814
367,/small.c,2807
367,/small.c,2802
368,/small.c,2801
368,/small.c,2796
369,/small.c,2787
369,/small.c,2786
372,/small.c,2713
373,/small.c,2675
373,/small.c,2644
375,/small.c,2637
376,/small.c,2636
376,/small.c,2627
380,/small.c,2627
381,/small.c,2625
381,/small.c,2607
384,/small.c,2555
385,/small.c,2542
387,/small.c,2516
387,/small.c,2513
388,/small.c,2510
389,/small.c,2368
389,/small.c,2214
390,/small.c,2128
391,/small.c,2067
392,/small.c,2017
393,/small.c,1903
393,/small.c,1769
393,/small.c,1727
394,/small.c,1704
395,/small.c,1690
395,/small.c,1658
396,/small.c,1599
396,/small.c,1470
397,/small.c,1467
400,/small.c,1356
401,/small.c,1262
401,/small.c,1161
401,/small.c,1088
402,/small.c,1021
403,/small.c,976
403,/small.c,945
404,/small.c,902
404,/small.c,856
404,/small.c,826
405,/small.c,785
406,/small.c,761
407,/small.c,752
408,/small.c,746
408,/small.c,733
409,/small.c,727
410,/small.c,722
411,/small.c,705
411,/small.c,660
411,/small.c,643
413,/small.c,616
414,/small.c,613
415,/small.c,608
419,/small.c,577
419,/small.c,537
420,/small.c,508
420,/small.c,499
420,/small.c,470
421,/small.c,449
422,/small.c,436
422,/small.c,419
422,/small.c,415
423,/small.c,394
423,/small.c,376
424,/small.c,368
424,/small.c,362
427,/small.c,352
