Time(s),File,Token Count
2,/small.c,19915
4,/small.c,19336
5,/small.c,19122
5,/small.c,19097
7,/small.c,19057
8,/small.c,18981
9,/small.c,18943
10,/small.c,18909
11,/small.c,18865
11,/small.c,18816
12,/small.c,18772
14,/small.c,18749
18,/small.c,18711
19,/small.c,18707
20,/small.c,18684
21,/small.c,18651
23,/small.c,18641
25,/small.c,17873
26,/small.c,17311
26,/small.c,17217
27,/small.c,16868
27,/small.c,16813
28,/small.c,16775
28,/small.c,16329
29,/small.c,16310
29,/small.c,16039
30,/small.c,16021
30,/small.c,15925
31,/small.c,15911
31,/small.c,15814
32,/small.c,15785
32,/small.c,15710
33,/small.c,15570
33,/small.c,13784
34,/small.c,13729
34,/small.c,13723
35,/small.c,13689
36,/small.c,13684
36,/small.c,13680
36,/small.c,13675
37,/small.c,13659
37,/small.c,13650
38,/small.c,13646
38,/small.c,13642
40,/small.c,13637
40,/small.c,13635
41,/small.c,13632
41,/small.c,13629
42,/small.c,13626
42,/small.c,13624
43,/small.c,13620
43,/small.c,13618
44,/small.c,13615
44,/small.c,13612
44,/small.c,13610
45,/small.c,13574
46,/small.c,13535
46,/small.c,13503
47,/small.c,13389
47,/small.c,13373
48,/small.c,13141
48,/small.c,13118
49,/small.c,13105
49,/small.c,13069
50,/small.c,13061
50,/small.c,13050
50,/small.c,11743
51,/small.c,11734
51,/small.c,11719
51,/small.c,11704
52,/small.c,11698
52,/small.c,11668
53,/small.c,9920
53,/small.c,9903
54,/small.c,9898
54,/small.c,9865
55,/small.c,7921
55,/small.c,7629
56,/small.c,5929
56,/small.c,5917
57,/small.c,5901
57,/small.c,5878
58,/small.c,5872
59,/small.c,5867
59,/small.c,5864
59,/small.c,5781
60,/small.c,5686
60,/small.c,5551
61,/small.c,5265
61,/small.c,5127
61,/small.c,5115
62,/small.c,5004
62,/small.c,4896
63,/small.c,4794
63,/small.c,4552
64,/small.c,4496
64,/small.c,4434
64,/small.c,4361
65,/small.c,4291
65,/small.c,4271
65,/small.c,4244
66,/small.c,3468
66,/small.c,3447
67,/small.c,3436
67,/small.c,3420
68,/small.c,3414
68,/small.c,3408
68,/small.c,3403
68,/small.c,3394
69,/small.c,3387
69,/small.c,3380
69,/small.c,3373
70,/small.c,3364
70,/small.c,3357
70,/small.c,3351
70,/small.c,3342
72,/small.c,3335
72,/small.c,3318
73,/small.c,3293
74,/small.c,3287
74,/small.c,3272
74,/small.c,3266
75,/small.c,3172
76,/small.c,3132
77,/small.c,3115
77,/small.c,3102
77,/small.c,3096
78,/small.c,3087
78,/small.c,3081
78,/small.c,3071
79,/small.c,3017
79,/small.c,3006
79,/small.c,2853
