Time(s),File,Token Count
9,/small.c,57581
45,/small.c,57446
65,/small.c,57303
97,/small.c,57024
109,/small.c,56993
116,/small.c,56622
122,/small.c,56339
128,/small.c,56306
133,/small.c,47016
145,/small.c,43128
150,/small.c,39576
155,/small.c,38692
159,/small.c,37846
163,/small.c,37829
167,/small.c,37685
178,/small.c,35840
187,/small.c,35808
196,/small.c,35749
215,/small.c,35747
226,/small.c,35741
236,/small.c,35738
245,/small.c,35669
253,/small.c,35433
262,/small.c,35398
270,/small.c,35101
278,/small.c,35099
287,/small.c,35096
295,/small.c,34984
312,/small.c,34370
318,/small.c,34273
321,/small.c,34037
328,/small.c,34028
332,/small.c,34017
337,/small.c,34007
342,/small.c,33992
347,/small.c,33981
358,/small.c,33971
367,/small.c,33958
375,/small.c,33944
383,/small.c,33934
391,/small.c,33924
412,/small.c,33919
420,/small.c,33911
429,/small.c,33906
437,/small.c,33903
447,/small.c,33894
449,/small.c,33867
453,/small.c,33852
456,/small.c,33847
462,/small.c,33838
466,/small.c,33797
470,/small.c,33787
474,/small.c,33777
477,/small.c,33765
488,/small.c,33762
496,/small.c,33754
504,/small.c,33749
512,/small.c,33744
520,/small.c,33739
529,/small.c,33734
537,/small.c,33727
546,/small.c,33721
555,/small.c,33716
573,/small.c,33708
582,/small.c,33705
590,/small.c,33702
599,/small.c,33699
604,/small.c,33515
605,/small.c,33467
608,/small.c,33393
610,/small.c,33214
614,/small.c,31136
620,/small.c,26080
624,/small.c,26070
627,/small.c,26065
630,/small.c,26054
633,/small.c,26044
635,/small.c,25537
638,/small.c,25445
640,/small.c,25439
642,/small.c,25430
645,/small.c,24564
647,/small.c,24559
649,/small.c,24554
652,/small.c,24549
654,/small.c,24486
656,/small.c,23400
658,/small.c,23328
659,/small.c,23265
661,/small.c,23252
662,/small.c,23235
666,/small.c,23227
670,/small.c,23217
672,/small.c,23212
676,/small.c,23184
677,/small.c,23158
678,/small.c,23140
683,/small.c,18898
685,/small.c,18893
687,/small.c,18888
689,/small.c,18883
690,/small.c,18878
692,/small.c,18870
694,/small.c,18864
695,/small.c,18859
697,/small.c,18839
698,/small.c,18819
699,/small.c,18394
702,/small.c,8547
702,/small.c,8533
703,/small.c,8517
703,/small.c,8506
704,/small.c,8501
704,/small.c,8496
