Time(s),File,Token Count
6,/small.c,43942
28,/small.c,43928
38,/small.c,43927
46,/small.c,43917
50,/small.c,43916
55,/small.c,43913
59,/small.c,43908
64,/small.c,43905
69,/small.c,43898
88,/small.c,43441
105,/small.c,43431
119,/small.c,43275
132,/small.c,43259
145,/small.c,43211
153,/small.c,43149
155,/small.c,43144
158,/small.c,43138
161,/small.c,43135
165,/small.c,43097
167,/small.c,40678
170,/small.c,40673
175,/small.c,40597
178,/small.c,39844
181,/small.c,39833
184,/small.c,39828
188,/small.c,39818
191,/small.c,39809
201,/small.c,39807
205,/small.c,39802
209,/small.c,39801
212,/small.c,39798
216,/small.c,39795
220,/small.c,39791
224,/small.c,39355
227,/small.c,39353
231,/small.c,39351
236,/small.c,37764
239,/small.c,37761
243,/small.c,36868
247,/small.c,36467
251,/small.c,36459
254,/small.c,36456
258,/small.c,36454
263,/small.c,36262
266,/small.c,36254
271,/small.c,36251
274,/small.c,35911
290,/small.c,35641
302,/small.c,35465
315,/small.c,35019
327,/small.c,34941
340,/small.c,34905
351,/small.c,34902
387,/small.c,34698
399,/small.c,34683
423,/small.c,34673
436,/small.c,34656
450,/small.c,34643
463,/small.c,34634
476,/small.c,34631
489,/small.c,34629
494,/small.c,34624
498,/small.c,34612
502,/small.c,34606
507,/small.c,34598
511,/small.c,34593
516,/small.c,34588
521,/small.c,34580
525,/small.c,34575
530,/small.c,34570
534,/small.c,34562
539,/small.c,34553
544,/small.c,34547
548,/small.c,34539
553,/small.c,34534
559,/small.c,34529
564,/small.c,34501
567,/small.c,34496
572,/small.c,34476
577,/small.c,34452
581,/small.c,34447
586,/small.c,34419
591,/small.c,34395
596,/small.c,34371
600,/small.c,34347
604,/small.c,27718
607,/small.c,27710
611,/small.c,27705
616,/small.c,27700
620,/small.c,27695
623,/small.c,27690
628,/small.c,27666
631,/small.c,27658
636,/small.c,27653
640,/small.c,27589
643,/small.c,27584
648,/small.c,26496
651,/small.c,26484
654,/small.c,26479
659,/small.c,26415
663,/small.c,26180
666,/small.c,26175
682,/small.c,26087
686,/small.c,26084
688,/small.c,26081
692,/small.c,26080
695,/small.c,26079
698,/small.c,26077
700,/small.c,26074
703,/small.c,26073
706,/small.c,26072
733,/small.c,26048
744,/small.c,15332
756,/small.c,14902
768,/small.c,14887
779,/small.c,14866
791,/small.c,14847
792,/small.c,14842
792,/small.c,14837
793,/small.c,14832
794,/small.c,14827
794,/small.c,14820
795,/small.c,14815
795,/small.c,14810
796,/small.c,14807
797,/small.c,14603
797,/small.c,14596
798,/small.c,14591
