Time(s),File,Token Count
7,/small.c,43942
36,/small.c,40145
48,/small.c,40449
56,/small.c,40221
58,/small.c,40213
60,/small.c,22216
62,/small.c,22221
63,/small.c,22210
65,/small.c,22242
66,/small.c,21948
68,/small.c,21838
69,/small.c,21070
70,/small.c,19344
71,/small.c,18899
72,/small.c,18526
73,/small.c,17854
86,/small.c,17446
97,/small.c,16994
100,/small.c,16980
101,/small.c,16976
102,/small.c,16965
103,/small.c,16951
104,/small.c,16949
105,/small.c,16934
107,/small.c,16922
108,/small.c,16906
111,/small.c,16905
113,/small.c,16904
114,/small.c,16914
116,/small.c,16911
117,/small.c,16906
119,/small.c,16901
121,/small.c,16906
135,/small.c,16897
147,/small.c,16522
159,/small.c,16527
160,/small.c,16536
163,/small.c,16521
164,/small.c,16535
165,/small.c,16550
166,/small.c,16575
167,/small.c,16587
168,/small.c,16583
172,/small.c,16598
173,/small.c,16616
174,/small.c,16467
175,/small.c,16465
176,/small.c,16480
178,/small.c,16457
179,/small.c,16482
180,/small.c,16514
181,/small.c,16504
182,/small.c,16504
183,/small.c,16529
235,/small.c,16459
246,/small.c,16475
278,/small.c,15884
290,/small.c,15645
301,/small.c,15604
312,/small.c,15528
344,/small.c,15438
355,/small.c,15203
367,/small.c,15053
378,/small.c,14981
409,/small.c,14851
421,/small.c,14842
433,/small.c,14774
444,/small.c,14678
456,/small.c,14582
467,/small.c,14548
479,/small.c,14392
490,/small.c,14322
490,/small.c,14259
491,/small.c,14254
492,/small.c,14244
493,/small.c,14240
493,/small.c,14231
494,/small.c,14203
495,/small.c,14206
496,/small.c,14199
497,/small.c,14151
498,/small.c,14092
499,/small.c,14085
499,/small.c,14006
511,/small.c,13933
523,/small.c,9512
534,/small.c,8871
546,/small.c,8636
557,/small.c,8567
568,/small.c,8531
599,/small.c,8492
610,/small.c,8479
621,/small.c,7931
633,/small.c,7927
674,/small.c,7899
705,/small.c,7864
716,/small.c,7857
738,/small.c,7542
750,/small.c,7520
761,/small.c,5310
772,/small.c,5305
794,/small.c,5318
805,/small.c,5013
817,/small.c,4956
819,/small.c,4932
819,/small.c,4919
820,/small.c,4903
820,/small.c,4893
821,/small.c,4875
821,/small.c,4862
823,/small.c,4856
826,/small.c,4854
827,/small.c,4847
829,/small.c,4835
830,/small.c,4833
830,/small.c,4830
831,/small.c,4831
831,/small.c,4828
832,/small.c,4828
878,/small.c,4792
879,/small.c,4603
880,/small.c,4596
880,/small.c,4591
881,/small.c,4578
885,/small.c,4568
885,/small.c,4565
930,/small.c,4529
942,/small.c,4518
943,/small.c,4512
990,/small.c,4483
1002,/small.c,4471
1014,/small.c,4475
1026,/small.c,4463
1027,/small.c,4458
1029,/small.c,4444
1074,/small.c,4335
1076,/small.c,4327
1076,/small.c,4322
1077,/small.c,4317
1078,/small.c,4307
1078,/small.c,4302
1079,/small.c,4296
1080,/small.c,4290
1082,/small.c,4281
1082,/small.c,4290
1083,/small.c,4288
1083,/small.c,4286
1119,/small.c,4266
1119,/small.c,4251
1120,/small.c,4233
1120,/small.c,4221
1121,/small.c,4194
1122,/small.c,4083
1122,/small.c,4019
1124,/small.c,3985
1125,/small.c,3983
1126,/small.c,3981
1127,/small.c,3973
1173,/small.c,3967
1174,/small.c,3960
1222,/small.c,3954
1233,/small.c,3945
1245,/small.c,3936
1257,/small.c,3462
